,Final_text,rating_class
340,linux device drivers development develop customize drivers embed linux John_Madieu,4
341,handson microservices kubernetes build deploy manage scalable microservices kubernetes Gigi_Sayfan,4
342,restful web api design nodejs stepbystep guide restful world nodejs Valentin_Bojinov,4
343,aws sysops cookbook practical recipes build automate manage awsbased cloud environments 2nd edition Eric_Z._Beard Rowan_Udell,4
344,handson dark web analysis learn go dark web work Sion_Retzkin,4
345,go program cookbook eighty-five recipes build modular readable testable golang applications across various domains 2nd edition Aaron_Torres,3
346,master wireshark two develop skills network analysis address wide range information security threats Andrew_Crouthamel,5
347,learn c program beginner guide learn c program easy discipline way Jeff_Szuhay,5
348,data science python combine python machine learn principles discover hide pattern raw data Rohan_Chopra Aaron_England,4
349,handson neural network learn build train first neural network model use python Leonardo_De_Marchi Laura_Mitchell,4
350,selenium framework design datadriven test build datadriven test frameworks use selenium webdriver appiumdriver java testng Carl_Cocchiaro,4
351,machine learn cybersecurity cookbook eighty recipes implement machine learn algorithms build security systems use python Emmanuel_Tsukerman,4
352,c twenty stl cookbook leverage latest feature stl overcome realworld problems Bill_Weinman,4
353,mysql eight big data Shabbir_Challawala Jaydip_Lakhatariya,5
354,master postgresql twelve advance techniques build administer scalable reliable postgresql database applications 3rd edition Hans-Jürgen_Schönig,4
355,learn tsql query guide develop efficient elegant tsql code Pedro_Lopes Pam_Lahoud,5
356,practical linux security cookbook secure linux environment modernday attack practical recipes 2nd edition Tajinder_Kalsi,4
357,map arcgis pro design accurate userfriendly map share story data Amy_Rock Ryan_Malhoski,3
358,linux kernel debug leverage open source tool advance techniques debug linux kernel module issue Kaiwan_N_Billimoria,5
359,java nine dependency injection write loosely couple code spring five guice Nilang_Patel_Krunal_Patel,4
360,unity artificial intelligence program add powerful believable fun ai entities game power unity Dr._Davide_Aversa,5
361,java nine cookbook Mohamed_Sanaulla Nick_Samoylov,4
362,art micro frontends build websites use compositional uis grow naturally application scale Florian_Rappl Lothar_Schöttner,4
363,master sap abap complete guide develop fast durable maintainable abap program sap Paweł_Grześkowiak Wojciech_Ciesielski,4
364,blender quick start guide 3d model animation render eevee blender twenty-eight Allan_Brito,4
365,internet things project esp32 build excite powerful iot project use allnew espressif esp32 Agus_Kurniawan,4
366,professional javascript fasttrack web development career use powerful feature advance javascript Hugo_Di_Francesco Siyuan_Gao,5
367,master typescript Nathan_Rozentals,4
368,build google cloud platform solutions develop scalable applications scratch make globally available almost language Ted_Hunter Steven_Porter,4
369,machine learn workshop get ready develop highperformance machine learn algorithms scikitlearn 2nd edition Hyatt_Saleh,5
370,microsoft windows intune twenty quickstart administration David_Overton,4
371,architecting google cloud solutions learn design robust futureproof solutions google cloud technologies Victor_Dantas,4
372,handson reactive program spring five build cloudready reactive systems spring five project reactor Oleh_Dokuka Igor_Lozynskyi,4
373,aws certify developer associate guide onestop solution pass aws developer two thousand and nineteen dvac01 certification 2nd edition Vipul_Tankariya Bhavin_Parmar,4
374,master python network onestop solution use python network automation devops testdriven development 2nd edition Eric_Chou,4
375,python gui program tkinter design build functional userfriendly gui applications 2nd edition Alan_D._Moore,4
376,docker amazon web service build deploy manage container applications scale Justin_Menga,4
377,drupal nine module development get run build powerful drupal modules applications 3rd edition Daniel_Sipos Antonio_De_Marco,4
378,ios fifteen program beginners kickstart mobile app development journey build ios apps swift fifty-five xcode thirteen 6th edition Ahmad_Sahar Craig_Clayton,4
379,practical security automation test tool techniques automate security scan test devsecops Tony_Hsiang-Chih_Hsu,4
380,deep learn keras implement deep learn model neural network power python Antonio_Gulli Sujit_Pal,4
381,master azure machine learn perform largescale endtoend advance machine learn cloud microsoft azure machine learn Christoph_Körner Kaijisse_Waaijer,4
382,deep reinforcement learn handson apply modern rl methods practical problems chatbots robotics discrete optimization web automation 2nd edition Maxim_Lapan,4
383,atypical aspnet core six design pattern guide solid adventure architectural principles design pattern use net six c ten Carl-Hugo_Marcotte Abdelhamid_Zebdi,4
384,kubernetes developers use kubernetes develop test deploy applications help containers Joseph_Heck,5
385,deep learn beginners beginner guide get run deep learn scratch use python Dr._Pablo_Rivas Laura_Montoya,4
386,unity certify programmer exam guide expert tip techniques pass unity certification exam first attempt Philip_Walker,5
387,handson data science python machine learn perform data mine machine learn efficiently use python spark Frank_Kane,4
388,frontend web developer guide test explore lead web test automation frameworks future drive lowcode ai Eran_Kinsbruner Gleb_Bahmutov,4
389,serverless design pattern best practice build secure deploy enterprise ready serverless applications aws improve developer productivity Brian_Zambrano,4
390,build blockchain project build decentralize blockchain applications ethereum solidity Narayan_Prusty,4
391,python machine learn blueprint intuitive data project relate Alexander_T._Combs,4
392,statistics calculus python workshop comprehensive introduction mathematics python artificial intelligence applications Peter_Farrell Alvaro_Fuentes,5
393,handson time series analysis r perform time series analysis forecast use r Rami_Krispin,4
394,postgresql twelve high availability cookbook one hundred recipes design highly available server advance feature postgresql twelve 3rd edition Shaun_Thomas,4
395,master c17 stl make full use standard library components c17 Arthur_O'Dwyer,4
396,dynamics three hundred and sixty-five business central development quick start guide modern development techniques dynamics three hundred and sixty-five business central Stefano_Demiliani Duilio_Tacconi,4
397,master concurrency program java nine second edition fast reactive parallel application development Javier_Fernandez_Gonzalez,4
398,begin swift master fundamentals program swift four Rob_Kerr Kåre_Morstøl,4
399,master opencv practical computer vision project Shervin_Emami Khvedchenia_Levgen,4
400,android program beginners learn java android skills need start make powerful mobile applications John_Horton,4
401,apply computational think python design algorithmic solutions complex challenge realworld problems Sofía_De_Jesús Dayrene_Martinez,5
402,learn arcgis pro two beginner guide create 2d 3d map edit geospatial data arcgis pro 2nd edition Tripp_Corbin_GISP,5
403,handson reactive program reactor build reactive scalable microservices use reactor framework Rahul_Sharma,3
404,machine learn fundamentals use python scikitlearn get run hottest developments machine learn Hyatt_Saleh,5
405,frontend development project vuejs learn build scalable web applications dynamic user interfaces vue two Raymond_Camden Hugo_Di_Francesco,4
406,docker certify associate dca exam guide enhance validate docker skills gain docker certification Francisco_Javier_Ramirez_Urea,5
407,natural language process fundamentals build intelligent applications interpret human language deliver impactful result Sohom_Ghosh Dwight_Gunning,4
408,devops paradox truth devops people front line Viktor_Farcic,5
409,azure data engineer associate certification guide handson reference guide develop data engineer skills prepare dp203 exam Newton_Alex,4
410,optimize databricks workloads harness power apache spark azure maximize performance modern big data workloads Anirudh_Kala Anshul_Bhatnagar,5
411,principles data science mathematical techniques theory succeed datadriven industries Sinan_Ozdemir,4
412,robotic process automation project build realworld rpa solutions use uipath automation anywhere Nandan_Mullakara Arun_Kumar_Asokan,4
413,learn react hook build refactor modern reactjs applications use hook Daniel_Bugl,4
414,implement domainspecific languages xtext xtend Lorenzo_Bettini,5
415,learn nodejs development learn fundamentals nodejs deploy test nodejs applications web Andrew_Mead,4
416,natural language process python nltk Nitin_Hardeniya Jacob_Perkins,4
417,ensemble machine learn cookbook thirty-five practical recipes explore ensemble machine learn techniques use python Dipayan_Sarkar_Vijayalakshmi_Natarajan,3
418,aws network cookbook Satyajit_Das Jhalak_Modi,4
419,machine learn r expert techniques predictive model 3rd edition Brett_Lantz,5
420,blender 3d basics beginner guide book dive great feature blender time write absolute beginners complete never look back Gordon_Fisher,4
421,master machine learn algorithms expert techniques implement popular machine learn algorithms finetuning model understand work 2nd edition Giuseppe_Bonaccorso,4
422,linux kernel program part two char device drivers kernel synchronization create userkernel interfaces work peripheral io handle hardware interrupt Kaiwan_N_Billimoria,5
423,react sixteen essentials Artemij_Fedosejev Adam_Boduch,4
424,practical data science python learn tool techniques handson examples extract insights data Nathan_George,5
425,master gui program python develop impressive crossplatform gui applications pyqt Alan_D._Moore,4
426,extreme c take limit concurrency oop advance capabilities c Kamran_Amini,4
427,jira eight administration cookbook ninety recipes administer customize extend jira core jira service desk 3rd edition Patrick_Li,4
428,cybersecurity attack defense strategies counter modern threats employ stateoftheart tool techniques protect organization cybercriminals 2nd edition Yuri_Diogenes Dr._Erdal_Ozkaya,5
429,handson functional program rust build modular reactive applications functional program techniques rust two thousand and eighteen Andrew_Johnson,3
430,deep learn computer vision expert techniques train advance neural network use tensorflow keras Rajalingappaa_Shanmugamani,4
431,inmemory analytics apache arrow perform faster efficient data analytics flat hierarchical data structure Matthew_Topol,5
432,flutter beginners introductory guide build crossplatform mobile applications flutter twenty-five dart 2nd edition Thomas_Bailey Alessandro_Biessek,5
433,microsoft dynamics three hundred and sixty-five extensions cookbook add functionality exist model elements source code finally package deploy use devops Rami_Mounla,4
434,customize aspnet core sixty learn turn right screw optimize aspnet core applications better performance 2nd edition Jürgen_Gutsch Damien_Bowden,4
435,unreal engine four virtual reality project build immersive realworld vr applications use ue4 c unreal blueprint Kevin_Mack Robert_Ruud,5
436,master azure security safeguard azure workload innovative cloud security measure Mustafa_Toroman Tom_Janetscheck,5
437,master swift fifty-three upgrade knowledge become expert latest version swift program language 6th edition Jon_Hoffman,4
438,wordpress plugin development cookbook create powerful plugins extend world popular cms Yannick_Lefebvre,4
439,cisa certify information systems auditor study guide align cisa review manual two thousand and nineteen help audit monitor assess information systems Hemang_Doshi,5
440,data science market analytics practical guide form killer market strategy data analysis python Mirza_Rahim_Baig Gururajan_Govindan,5
441,salesforce data architecture management pragmatic guide aspire salesforce architects developers manage govern secure data effectively Ahsan_Zafar,4
442,master blockchain deep dive distribute ledgers consensus protocols smart contract dapps cryptocurrencies ethereum 3rd edition Imran_Bashir,4
443,nodejs design pattern master best practice build modular scalable serverside web applications Mario_Casciaro Luciano_Mammino,4
444,handson reactive program python eventdriven development unravel rxpy Romain_Picard,4
445,wireshark essentials James_H._Baxter,5
446,master python design pattern guide create smart efficient reusable software 2nd edition Kamon_Ayeva Sakis_Kasampalis,4
447,salesforce essentials administrators Mohith_Shrivastava,4
448,microsoft identity access administrator exam guide implement iam solutions azure ad build identity governance strategy pass sc300 exam Dwayne_Natwick Shannon_Kuehn,5
449,learn continuous integration jenkins beginner guide implement continuous integration continuous delivery use jenkins Nikhil_Pathania,4
450,build computer vision project opencv four c implement complex computer vision algorithms explore deep learn face detection David_Millán_Escrivá Prateek_Joshi,4
451,handson machine learn algorithmic trade design implement investment strategies base smart algorithms learn data use python Stefan_Jansen,4
452,learn aws iot effectively manage connect devices aws cloud use service aws greengrass aws button predictive analytics machine learn Agus_Kurniawan,3
453,spring boot twenty cookbook configure test extend deploy monitor spring boot application outside inside cloud 2nd edition Alex_Antonov,3
454,advance c program cookbook become expert c programmer master concepts like templates concurrency type deduction Dr._Rian_Quinn,4
455,learn c seven days Gaurav_Aroraa,3
456,angular two cookbook discover seventy recipes provide solutions need know face every challenge angular two head Matt_Frisbie,4
457,julia high performance optimizations distribute compute multithreading gpu program julia ten beyond 2nd edition Avik_Sengupta Alan_Edelman,4
458,internet things architects architecting iot solutions implement sensors communication infrastructure edge compute analytics security Perry_Lea,4
459,learn qlik sense official guide official guide second edition get qlik sense investment latest insight guidance direct qlik sense team Christopher_Ilacqua Henric_Cronstrom,4
460,ros robotics project build control robots power robot operate system machine learn virtual reality 2nd edition Ramkumar_Gandhinathan Lentin_Joseph,4
461,google cloud devops engineer practical guide sre achieve google professional cloud devops engineer certification Sandeep_Madamanchi,4
462,master unit test use mockito junit Sujoy_Acharya,4
463,complete cod interview guide java effective guide aspire java developers ace program interview Anghel_Leonard,4
464,expert angular Mathieu_Nayrolles Rajesh_Gunasundaram,4
465,build web apis fastapi python fastpaced guide build highperformance robust web apis little boilerplate code Abdulazeez_Abdulazeez_Adeshina,4
466,discretetime control systems Ogata,4
467,full stack web development raspberry pi three Soham_Kamani,4
468,go standard library cookbook one hundred and twenty specific ways make full use standard library components golang Radomír_Sohlich,4
469,android program kotlin beginners build android apps start zero program experience new kotlin program language John_Horton,4
470,kali linux pentesting cookbook Himanshu_Sharma,4
471,burp suite essentials Akash_Mahajan,4
472,network automation cookbook prove actionable recipes automate manage network devices use ansible Karim_Okasha,5
473,react project build advance crossplatform project react react native become professional developer Roy_Derks,4
474,handson application development pycharm accelerate python applications use practical cod techniques pycharm Quan_Nguyen,4
475,master vmware vsphere sixty-seven effectively deploy manage monitor virtual datacenter vmware vsphere sixty-seven 2nd edition Martin_Gavanda Andrea_Mauro,4
476,clean data effective data science eighty work python r commandline tool David_Mertz,5
477,handson network forensics investigate network attack find evidence use common network forensic tool Nipun_Jaswal,4
478,microsoft power bi cookbook one hundred recipes create powerful business intelligence solutions aid effective decisionmaking Brett_Powell,4
479,sharepoint development sharepoint framework design implement stateoftheart customizations sharepoint Jussi_Roine Olli_Jaaskelainen,4
480,c17 stl cookbook discover latest enhancements functional program lambda expressions Jacek_Galowicz,4
481,handson design pattern best practice julia prove solutions common problems software design julia 1x Tom_Kwong Stefan_Karpinski,4
482,learn postgresql build manage highperformance database solutions use postgresql twelve thirteen Luca_Ferrari Enrico_Pirozzi,4
483,concurrent pattern best practice build scalable apps pattern multithreading synchronization functional program Atul_S._Khot,4
484,program microsoft dynamics nav two thousand and thirteen David_A._Studebaker Christopher_D._Studebaker,5
485,learn ios forensics Mattia_Epifani Pasquale_Stirparo,4
486,reinforcement learn algorithms python learn understand develop smart algorithms address ai challenge Andrea_Lonza,5
487,handson design pattern c net core write clean maintainable code use reusable solutions common software design problems Gaurav_Aroraa Jeffrey_Chilberto,4
488,master ansible effectively automate configuration management deployment challenge ansible twenty-seven 3rd edition James_Freeman Jesse_Keating,4
489,qgis quick start guide beginner guide get start qgis thirty-four Andrew_Cutts,3
490,extend microsoft dynamics three hundred and sixty-five finance supply chain management cookbook create extend secure scalable erp solutions improve business process 2nd edition Simon_Buxton,5
491,java program beginners learn fundamentals program java Mark_Lassoff,4
492,continuous delivery docker jenkins 2ed Rafał_Leszko,4
493,google cloud certify professional cloud developer exam guide modernize applications use cloudnative service best practice Sebastian_Moreno,4
494,odoo fifteen development essentials enhance odoo development skills create powerful business applications Daniel_Reis Greg_Mader,5
495,art write efficient program advance programmer guide efficient hardware utilization compiler optimizations use c examples Fedor_G._Pikus,5
496,big data process apache spark efficiently tackle large datasets big data analysis spark python Manuel_Ignacio_Franco_Galeano,4
497,opencv python example Prateek_Joshi,4
498,learn kubernetes security securely orchestrate scale manage microservices kubernetes deployments Kaizhe_Huang Pranjal_Jumde,4
499,master windows presentation foundation build responsive uis desktop applications wpf 2nd edition Sheridan_Yuen,4
500,solidity program essentials guide build smart contract use staticallytyped curlybraces program language Ritesh_Modi,3
501,aspnet core three angular nine full stack web development net core thirty-one angular nine 3rd edition Valerio_De_Sanctis,4
502,modern python cookbook one hundred and thirty-three recipes develop flawless expressive program python thirty-eight 2nd edition Steven_F._Lott,4
503,openstack architects design productionready private cloud infrastructure 2nd edition Ben_Silverman Michael_Solberg,4
504,handson convolutional neural network tensorflow solve computer vision problems model tensorflow python Iffat_Zafar Giounona_Tzanidou,4
505,master python finance implement advance stateoftheart financial statistical applications use python 2nd edition James_Ma_Weiming,4
506,effective devops aws implement continuous delivery integration aws environment 2nd edition Yogesh_Raheja Giuseppe_Borgese,4
507,learn microsoft office two thousand and twenty-one explore advance feature word excel powerpoint team two thousand and twenty-one master skills Linda_Foulkes,5
508,expert python program become master python learn cod best practice advance program concepts python thirty-seven 3rd edition Michał_Jaworski Tarek_Ziadé,4
509,automate test microsoft dynamics three hundred and sixty-five business central efficiently automate test case dynamics nav business central Luc_van_Vugt,5
510,master php seven design configure build test professional web applications James_Mallison,4
511,react cookbook create dynamic web apps react use redux webpack nodejs graphql Carlos_Santana_Roldán,3
512,c system program cookbook practical recipes linux systemlevel program use latest c feature Onorato_Vaticone,4
513,delphi cookbook sixty handson recipes help master power delphi crossplatform mobile development multiple platforms Daniele_Teti,5
514,azure resource manager templates quick start guide create deploy manage azure resources arm templates use best practice Ritesh_Modi,5
515,handson machine learn c build train deploy endtoend machine learn deep learn pipelines Kirill_Kolodiazhnyi,4
516,handson deep learn algorithms python master deep learn algorithms extensive math implement use tensorflow Sudharsan_Ravichandiran,4
517,devops kubernetes Hideto_Saito Hui-Chuan_Chloe_Lee,4
518,c program arduino build electronic devices fascinate fun book help enter world autonomous connect learn skills surprise Julien_Bayle,4
519,python data structure algorithms improve application performance graph stack queue Benjamin_Baka,2
520,mathematics machine learn Marc_Peter_Deisenroth A._Aldo_Faisal,5
521,microservices development cookbook design build independently deployable modular service Paul_Osman,5
522,handson data analysis pandas efficiently perform data collection wrangle analysis visualization use python Stefanie_Molin,4
523,handson python natural language process explore tool techniques analyze process text view build realworld nlp applications Aman_Kedia Mayank_Rasu,5
524,architecting cloud compute solutions build cloud strategies align technology economics effectively manage risk Kevin_L._Jackson Scott_Goessling,4
525,implement azure devops solutions learn azure devops service successfully apply devops strategies Henry_Been Maik_van_der_Gaag,4
526,python social media analytics Siddhartha_Chatterjee Michal_Krystyanczuk,5
527,git programmers master git effective implementation version control program project Jesse_Liberty Jon_Galloway,3
528,master palo alto network secure infrastructure apply best practice use industryleading panos solutions Tom_Piens,5
529,microsoft dynamics nav two thousand and sixteen financial management click enter text Anju_Bala Cristina_Nicolas_Lorente,4
530,test practitioner handbook Renu_Rajani,4
531,learn data mine python use python manipulate data build predictive model Robert_Layton,4
532,machine learn project mobile applications build android ios applications use tensorflow lite core ml Karthikeyan_NG,5
533,nextjs quick start guide serverside render do right Kirill_Konshin,3
534,aws lambda quick start guide learn build deploy serverless applications aws Markus_Klems,5
535,scale scrum across modern enterprises implement scrum leanagile techniques across complex products portfolios program large organizations Cecil_Rupp Manjit_Singh,5
536,"learn linux binary analysis Ryan_""elfmaster""_O'Neill",4
537,apache spark 2x java developers Sourav_Gulati Sumit_Kumar,3
538,machine learn r Brett_Lantz,4
539,python image process cookbook sixty recipes help perform complex image process computer vision task ease Sandipan_Dey,4
540,handson explainable ai xai python interpret visualize explain integrate reliable ai fair secure trustworthy ai apps Denis_Rothman,4
541,handson generative adversarial network pytorch 1x implement nextgeneration neural network build powerful gin model use python John_Hany Greg_Walters,5
542,manage visualize bim data understand fundamentals computer science data visualization use autodesk dynamo revit microsoft power bi Ernesto_Pellegrino Manuel_Andre_Bottiglieri,5
543,begin react simplify frontend development workflow enhance user experience applications react Andrea_Chiarelli,3
544,forecast time series data facebook prophet build improve optimize time series forecast model use advance forecast tool Greg_Rafferty,5
545,linux device driver development cookbook develop custom drivers embed linux applications Rodolfo_Giometti,4
546,performance test jmeter three third edition Bayo_Erinle,4
547,selenium webdriver quick start guide write clear readable reliable test selenium webdriver three Pinakin_Chaubal,4
548,scala spark big data analytics explore concepts functional program data stream machine learn Md._Rezaul_Karim Sridhar_Alla,2
549,ein fahrlehrer packt richtig aus uber die gefahren straenverkehr und wie wir alle besser werden konnen German_Edition,4
550,php web twenty mashup project practical php mashups google map flickr amazon youtube msn search yahoo Shu-Wai_Chow,4
551,learn red fundamentals red get run red language fullstack development Ivo_Balbaert,5
552,get start react native Ethan_Holmes Tom_Bray,4
553,nhibernate 4x cookbook Gunnar_Liljas Alexander_Zaytsev,4
554,backbonejs blueprint Andrew_Burgess,4
555,internet things program project build modern iot solutions raspberry pi three python Colin_Dow,4
556,kubectl commandline kubernetes nutshell deploy manage debug container workloads use kubernetes cli Rimantas_Mocevicius,4
557,pocket cio guide successful asset management get grip fundamentals asset management software asset management software license compliance audit guide Phara_McLachlan,4
558,complete rust program reference guide design develop deploy effective software systems use advance construct rust Rahul_Sharma Vesa_Kaihlavirta,4
559,data democratization domo bring together every component business make better datadriven decisions use domo Jeff_Burtenshaw,4
560,jboss developer guide Elvadas_Nono_Woguia,4
561,c data structure algorithms explore possibilities c develop variety efficient applications Marcin_Jamro,4
562,devops twenty-three toolkit Viktor_Farcic,5
563,learn rxjava build concurrent applications use reactive program latest feature rxjava three 2nd edition Nick_Samoylov Thomas_Nield,5
564,master kubernetes large scale container deployment management Gigi_Sayfan,4
565,softwaredefined network sdn openstack Sriram_Subramanian Sreenivas_Voruganti,3
566,crossplatform development qt six modern c design build applications modern graphical user interfaces without worry platform dependency Nibedit_Dey,4
567,understand software max kanatalexander simplicity cod suck less programmer Max_Kanat-Alexander,4
568,testdriven java development invoke tdd principles endtoend application development java Viktor_Farcic Alex_Garcia,4
569,c high performance boost optimize performance c17 code Björn_Andrist Viktor_Sehr,4
570,handson mqtt program python work lightweight iot protocol python Gaston_C._Hillar,3
571,raspberry pi python programmers cookbook Tim_Cox,4
572,cookbook Adam_D._Ruppe,5
573,learn python forensics learn art design develop deploy innovative forensic solutions python Preston_Miller Chapin_Bryce,4
574,learn opengl beginner guide 3d render game development opengl c Frahaan_Hussain,4
575,master python finance design implement stateoftheart mathematical statistical applications use finance James_Ma_Weiming,4
576,supercharge applications graalvm handson examples optimize extend code use graalvm high performance polyglot capabilities A_B_Vijay_Kumar,5
577,aspnet core three react handson full stack web development use aspnet core react typescript three Carl_Rippon,4
578,learn blockchain program javascript build blockchain decentralize network javascript nodejs Eric_Traub,4
579,learn geospatial analysis python understand gi fundamentals perform remote sense data analysis use python thirty-seven 3rd edition Joel_Lawhead,4
580,learn python forensics leverage power python forensic investigations 2nd edition Preston_Miller_Chapin_Bryce,4
581,deep learn pytorch practical approach build neural network model use pytorch Vishnu_Subramanian,4
582,"get start tableau twenty thousand, one hundred and ninety-two effective data visualization business intelligence new feature tableau twenty thousand, one hundred and ninety-two 2nd edition Tristan_Guillevin",4
583,build game unity blender give life ideas develop complete 3d game unity game engine blender Lee_Zhi_Eng,4
584,practical mobile forensics dive mobile forensics ios android windows blackberry devices actionpacked practical guide Satish_Bommisetty Rohit_Tamma,4
585,deep learn pytorch workshop build deep neural network artificial intelligence applications pytorch Hyatt_Saleh,4
586,vba automation excel two thousand and nineteen cookbook solutions automate routine task increase productivity excel ms office applications Mike_Van_Niekerk,4
587,master ansible automate configuration management overcome deployment challenge ansible James_Freeman Jesse_Keating,4
588,master servicenow script leverage javascript apis perform clientside serverside script servicenow instance Andrew_Kindred,4
589,learn c develop game unity two thousand and twenty-one kickstart c program unity journey build 3d game scratch 6th edition Harrison_Ferrone,4
590,handson gpuaccelerated computer vision opencv cuda effective techniques process complex image data real time use gpus Bhaumik_Vaidya,4
591,tensorflow deep learn project ten realworld project computer vision machine translation chatbots reinforcement learn Luca_Massaron Alberto_Boschetti Alexey_Grigorev rajalingappaa_shanmugamani Abhishek_Thakur,4
592,fast data process spark Krishna_Sankar Holden_Karau,3
593,deep learn workshop take handson approach understand deep learn build smart applications recognize image interpret text Mirza_Rahim_Baig Thomas_V._Joseph,5
594,drupal eight module development build customize drupal eight modules extensions efficiently Daniel_Sipos,4
595,master opencv android application program Salil_Kapur Nisarg_Thakkar,4
596,master quickbooks two thousand and twenty-two bestselling guide bookkeeping quickbooks online account software Crystalynn_Shelton,4
597,get start amazon sagemaker studio learn build endtoend machine learn project sagemaker machine learn ide Michael_Hsieh,5
598,pentaho data integration beginner guide Maria_Carina_Roldan,4
599,aspnet core six angular fullstack web development aspnet six angular thirteen Valerio_De_Sanctis,4
600,google cloud platform developers build highly scalable cloud solutions power google cloud platform Ted_Hunter Steven_Porter,4
601,learn predictive analytics python Ashish_Kumar,3
602,aspnet core five react fullstack web development use net five react seventeen typescript four 2nd edition Carl_Rippon,4
603,troubleshoot netscaler Raghu_Varma_Tirumalaraju,5
604,python web scrap cookbook ninety prove recipes get scrap python microservices docker aws Michael_Heydt,4
605,microsoft three hundred and sixty-five sharepoint online cookbook one hundred actionable recipes help perform everyday task effectively microsoft three hundred and sixty-five Gaurav_Mahajan Sudeep_Ghatak,4
606,reactjs example build modern web applications react Vipul_A_M Prathamesh_Sonpatki,3
607,practical digital forensics get start art science digital forensics practical handson guide Richard_Boddington,4
608,implement devops microsoft azure automate deployments incorporate devops culture Mitesh_Soni,2
609,aspnet four social network Atul_Gupta Sudhanshu_Hate,3
610,iphone microsoft exchange server two thousand and ten business integration deployment Steve_Goodman,4
611,liferay user interface development Jonas_X._Yuan Xinsheng_Chen,3
612,aws tool powershell six Ramesh_Waghmare,4
613,learn sap businessobjects dashboards Taha_M._Mahmoud,4
614,magento fourteen theme design Richard_Carter,1
615,implement azure solutions Florian_Klaffenbach Jan-Henrik_Damaschke,1
616,learn pandas Michael_Heydt,4
617,microsoft power bi quick start guide build dashboards visualizations make data come life Devin_Knight Brian_Knight,4
618,mobile development net build crossplatform mobile applications xamarinforms five aspnet core five 2nd edition Can_Bilgin,4
619,django three web development cookbook actionable solutions common problems python web development 4th edition Aidas_Bendoraitis Jake_Kronika,4
620,industrial cybersecurity efficiently secure critical infrastructure systems Pascal_Ackerman,5
621,practical threat intelligence datadriven threat hunt handson guide threat hunt att cktm framework open source tool Valentina_Palacin,5
622,python geospatial development third edition Erik_Westra,4
623,flutter project practical projectbased guide build realworld crossplatform mobile applications game Simone_Alessandria,4
624,opencv four python blueprint build creative computer vision project latest version opencv four python three 2nd edition Dr._Menua_Gevorgyan Arsen_Mamikonyan,4
625,fullstack web development graphql react take react frontend fullstack graphql apollo Sebastian_Grebe,4
626,master adobe photoshop elements excel digital photography image edit print web use photoshop elements two thousand and nineteen Robin_Nichols,5
627,limitless analytics azure synapse endtoend analytics service data process management ingestion bi ml requirements Prashant_Kumar_Mishra Mukesh_Kumar,4
628,go design pattern Mario_Castro_Contreras,3
629,aspnet jquery cookbook Sonal_Aneel_Allana,3
630,oracle ebusiness suite twelve financials cookbook Yemi_Onigbode,4
631,jasperreports thirty-five java developers David_R._Heffelfinger,4
632,moodle nineteen extension development Jonathan_Moore Michael_Churchward,3
633,master python forensics Dr._Michael_Spreitzenbarth Dr._Johann_Uhrmann,4
634,3d print sketchup Marcus_Ritland,4
635,python network program cookbook practical solutions overcome realworld network challenge Pradeeban_Kathiravelu Dr._M._O._Faruque_Sarker,4
636,android ui development jetpack compose bring declarative native uis life quickly easily android use jetpack compose Thomas_Kunneth,4
637,master qlik sense expert techniques selfservice data analytics create enterprise ready business intelligence solutions Juan_Ignacio_Vitantonio Martin_Mahler,4
638,handson machine learn scikitlearn scientific python toolkits practical guide implement supervise unsupervised machine learn algorithms python Tarek_Amr,5
639,learn concurrency python Elliot_Forbes,2
640,bayesian analysis python introduction statistical model probabilistic program use pymc3 arviz 2nd edition Osvaldo_Martin,4
641,python finance cookbook fifty recipes apply modern python libraries financial data analysis Eryk_Lewinson,4
642,postgis cookbook store organize manipulate analyze spatial data 2nd edition Mayra_Zurbarán Thomas_Kraft,4
643,data analysis machine learn kaggle compete kaggle build successful career data science Konrad_Banachewicz Luca_Massaron,4
644,metasploit penetration test cookbook evade antiviruses bypass firewalls exploit complex environments widely use penetration test framework 3rd edition Abhinav_Singh Nipun_Jaswal,5
645,learn mongodb 4x guide understand mongodb development administration nosql developers Doug_Bierer,5
646,xamarinforms project build seven realworld crossplatform mobile apps c xamarinforms Johan_Karlsson Daniel_Hindrikes,5
647,advance machine learn python solve data science problems master cuttingedge machine learn techniques python John_Hearty,4
648,get start python raspberry pi Dan_Nixon,4
649,bioinformatics r cookbook Paurush_Praveen_Sinha,3
650,ai crash course fun handson introduction machine learn reinforcement learn deep learn artificial intelligence python Hadelin_de_Ponteves,4
651,learn functional data structure algorithms Atul_S._Khot Raju_Kumar_Mishra,5
652,master opencv four python practical guide cover topics image process augment reality deep learn opencv four python thirty-seven Alberto_Fernández_Villán,4
653,go workshop learn write clean efficient code build highperformance applications go Delio_D'Anna Andrew_Hayes,5
654,oracle siebel crm eight developer handbook Alexander_Hansal,5
655,master soapui Pranai_Nandan,4
656,handson software engineer python move beyond basic program construct reliable efficient software complex code Brian_Allbee,5
657,music producer ultimate guide fl studio twenty create productionquality music fl studio Joshua_Au-Yeung,5
658,aspnet core five angular fullstack web development net five angular eleven 4th edition Valerio_De_Sanctis,5
659,rust web program handson guide develop fast secure web apps rust program language Maxwell_Flitton,4
660,microservice pattern best practice explore pattern like cqrs event source create scalable maintainable testable microservices Vinicius_Feitosa_Pacheco,4
