book_name,book_reviewer_name,book_reviewer_rating,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Julius Giron,5.0 out of 5 stars,Expert level business intelligence and visualization!,Reviewed in the United States on 26 August 2021,"If you are looking to up your analysis and visualization game using Tableau, this is the book for you! As a business analytics professional, I look for books that can distill complex subjects in a way that everyone can benefit from. This book does that. This book not only covers the essential functions of Tableau Software, but it also discusses advanced functionalities like expert-level examples to help with visual design, time series analysis, and geo-spatial analysis and connecting Tableau to Python and R.
Tableau is becoming more robust and flexible, allowing you now to connect Amazon Web Services (AWS)' SageMaker machine learning models to Tableau workbooks, continuing its evolution to being a complete data science platform. To better leverage Tableau, read the book."
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition",Native Commissioner,3.0 out of 5 stars,Kindle version: Navigation and Table of Contents not numbered meaningfully,Reviewed in the United States on 27 March 2022,"It's difficult to see which chapter you are reading, which also makes narrowing down a search to relevant content unnecessarily convoluted. All they had to do was number the chapters visibly on the navigation. Readers are not necessarily always trying to read the entire book in sequence, publisher should make navigation efficient. Otherwise it's a pretty good intro book, but yikes you waste a lot of time just trying to narrow down a search to relevant content."
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,gg,4.0 out of 5 stars,good book to understand on all areas of Power BI,Reviewed in India on 20 November 2018,book gives very good scenario's on all areas of power BI. But the examples and scenarios are not completely re producible with code samples. otherwise in overall the book is good.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Rokkyy,4.0 out of 5 stars,For beginners..?,Reviewed in India on 6 July 2019,is this book for beginners..?
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,1.0 out of 5 stars,Very poorly written and difficult to follow,Reviewed in the United Kingdom on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book."
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Gerry,1.0 out of 5 stars,Terrible!,Reviewed in the United Kingdom on 13 January 2019,This book might have some good content but I think its terrible because you cannot follow the examples given. This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW. I see no reason why this not provided in the code files. Its fine if you just want to read it as a novel but i prefer to get my hands dirty.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Richard Walker,5.0 out of 5 stars,Very useful for developing integrated knowledge and MS technologies contained around PowerBI.,Reviewed in the United Kingdom on 30 January 2019,I have found this to be a thorough and extremely useful tool to plan the development and scaling of internal and external solutions for PowerBI and Azure AD B2B. This is a great add on to other books written by the likes of Ferrari and Russo.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Bob,5.0 out of 5 stars,Amazing content,Reviewed in Australia on 3 August 2021,I have read many power BI book but this one could lead me through better understanding of practical aspects and projects.
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Tien Nguyen,1.0 out of 5 stars,The book is not in good condition,Reviewed in Germany on 20 December 2021,I just received the book and it is already broken. So disappointed!!!
Apache Spark Quick Start Guide: Quickly learn the art of writing efficient big data applications with Apache Spark,Ulysses,3.0 out of 5 stars,"some useful material, but sloppy writing and editing",Reviewed in the United States on 2 May 2019,"I basically got what I wanted, which was a quick overview, with an intro to key concepts. Also some of the details addressed questions I had. I scouted a bunch of other books first, and it was the table-of-contents that sold me on this one.
The problem is that this feels like a first draft that nobody bothered to read through. I doubt that it's an exaggeration to say that the average page has a dozen glaring syntax problems that could easily have been fixed. The figures are often poorly labelled, or even poorly conceived. There are extra or missing words. It might be that I actually learned a little more than I would have otherwise, because at a few places I had to decipher some garbled text to work out what the authors must have meant, whereas cleaned-up text might've gone in one ear and out the other.
The concepts are accessible. The scope seems thorough, for a quick introduction. It's not so bad that you can't breeze your way through it, but it feels like a hasty job slapped into print without any supervision."
Artificial Intelligence with Power BI: Take your data analytics skills to the next level by leveraging the AI capabilities in Power BI,,,,,
Django 4 By Example - Fourth Edition: Build powerful and reliable Python web applications from scratch,Mae,5.0 out of 5 stars,Highly recommended for Python programmers,Reviewed in the United Kingdom on 21 September 2022,"This book is the most practical resource to learn Django. The book teaches you Django by building 4 complete projects that include integration with other technologies like Redis, Celery, Memcached and multiple Python libraries and third-party Django applications.
This book does the best job covering the basics of Django and much more than that. The book is easy to follow but assumes you some basic Python and web development knowledge (HTML, CSS, JavaScript). I love the examples to create a recommendation engine, a Facebook-like user activity feed and real-time async chat application using channels."
"GitHub Essentials: Unleash the power of collaborative development workflows using GitHub, 2nd Edition",Pijush Debbarma,5.0 out of 5 stars,Recommended fir every one...,Reviewed in India on 15 February 2019,This book's printing quality is good. Pages are also good. It's a good book and recommended for everyone.
"Practical Web Penetration Testing: Secure web applications using Burp Suite, Nmap, Metasploit, and more",Kartik,5.0 out of 5 stars,Book with good tips..,Reviewed in India on 30 September 2018,Coool books for newbies who are new to this area
"Practical Web Penetration Testing: Secure web applications using Burp Suite, Nmap, Metasploit, and more",Ernesto Guevara Gonzaga,5.0 out of 5 stars,Excelente,Reviewed in Mexico on 8 July 2019,Es un buen libro para comenzar
"Practical Web Penetration Testing: Secure web applications using Burp Suite, Nmap, Metasploit, and more",D. Garland,1.0 out of 5 stars,A compilation of free information and requiring licensed software to follow,Reviewed in the United States on 5 March 2020,"For those who want a TL:DR - waste of money, filled with information that can be found freely on the internet, provides tutorials on licensed ($400 USD) Burp Suite (not the free version), the last 15% of the book is nothing but cheat sheets for common pen-testing tools (again, free on the internet).
Most of the work is a compilation of information that can be freely found using any search engine. I bought this primarily as a beginners introduction to pen-testing websites using Burp Suite. Obviously, the author has a licensed version of Burp Suite and if you want to follow along with the book you'll need to shell out $400 for a Burp Suite license. Otherwise, you aren't going to get much out of that section.
There a few examples of how to exploit the OWASP Mutillidae website that the book has you setup. Again, information you can get for free on the internet and even directly from the Mutillidae website itself."
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",Esteban,5.0 out of 5 stars,Buen libro sobre CMake,Reviewed in Spain on 16 May 2022,"Llevo varios años usando CMake y quería darle un repaso al 'CMake moderno' para limpiar partes obsoletas de mis proyectos así que me decidí por este libro.
Es un buen libro tanto para iniciarse (3 primeros capítulos) como para profundizar en temas más avanzados de CMake. Los tres primeros capítulos abarca lo más básico para comenzar con CMake. Se ve como crear un ejecutable, una librería estática o dinámica, estructuras condicionales, presentación de opciones al usuario, trabajo con librerías de terceros, ...
El 4° capítulo va sobre como trabajar con pruebas unitarias. Me parece muy acertado que hayan incluido ejemplos para google test y boost test. También tiene otro ejemplo con Valgrind para detectar problemas de memoría. Aquí hecho de menos que no se haya incluido también Visual Leak Detector.
Lo que no me convence es que hayan dejado para el capítulo 7 la estructuración de un proyecto CMake. Personalmente creo que es de las primeras cosas que se debería explicar.
Incluye también la instalación, el empaquetado con CPack, documentación con Doxigen y Sphin, CDash.
Otro acierto del libro es utilizar en los ejemplos librerías como OpenMP, Eigen, Blas, Lapack o Boost.
Todos los ejemplos están en GitHub lo cual es de agradecer."
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",User0910,3.0 out of 5 stars,"Pas mauvais, mais il existe bien mieux",Reviewed in France on 13 June 2021,"Le livre n'est pas vraiment un ""livre de recettes"" au sens classique, qui présupposerait une certaine connaissance de CMake. C'est bien un livre d'introduction à CMake, mais avec le parti pris d'apprendre à s'en servir en partant d'exemples complets et progressivement plus complexes, plutôt que par une introduction formelle au langage. Ce n'est pas forcément une mauvaise chose, je suppose que c'est une question de goût.
Au niveau des bonnes choses, je trouve que le livre contient pas mal de recettes que l'on ne trouvera pas ailleurs, du fait de l'ouverture de l'auteur, très tôt dans le livre, à des projets multi-langages (notamment contenant du python). Sur le papier, le livre va assez loin.
Mais, au delà de l'aspect un peu rigide de la présentation imposée par Packt (Getting Ready/How to do it/How it works) qui hache et dilue le propos à mes yeux, le livres souffre de plusieurs défault. Le principal est qu'il est malheureusement déjà dépassé en 2021. CMake a évolué rapidement ces dernières années, trop pour pouvoir recommander à l'achat un livre qui semble se concentrer sur CMake 3.5 alors que CMake 3.20 vient de sortir.
Un autre défaut est que l'auteur ne semble malheureusement pas toujours de bon conseil. Non, on ne peut pas laisser traîner un CMAKE_WINDOWS_EXPORT_ALL_SYMBOLS dans un example de son livre sans expliquer tout de suite après que c'est une mauvaise pratique à bannir dans la vraie vie. Si, il est légitime de vouloir utiliser les variables globales CMAKE_<LANG>_FLAGS pour contrôler les flags de compilation de tous les projets, c'est même parfois recommandable. Plus gênant, la recette pour écrire un find module repose sur les vieux mécanismes de CMake 2 en retournant des variables plutôt qu'une target.
Enfin, contrairement à ce que l'auteur laisse entendre tout au long du livre, les examples du livres sont très fortement orientés Linux, et certains ne fonctionneront tout simplement pas sous Windows avec Visual Studio. L'utilisation omniprésente de pkg-config, par exemple, est décevante."
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",Thierry B.,3.0 out of 5 stars,Moui,Reviewed in France on 29 August 2019,"Il n'y a pas beaucoup d'ouvrages sur CMake, et la plupart se contentent d'imprimer le manuel.
Celui-là n'a pas de grandes qualités pédagogiques et manque pas mal de recul: études de cas concrets, mais pas forcément facile de trouver des infos précises sans tout dépiauter.
Mais au moins il amène de l'info sur l'usage moderne de CMake, et reste abordable et bien écrit."
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",Scotty Doodelly,3.0 out of 5 stars,Annoying way to convey information,Reviewed in the United States on 5 October 2020,"I could write a review like this. I could tell you the motivation for why we are discussing this book in this review, and then I could give you the information relevant to the review.
OR
INTRODUCTION
Some words about the history of reviews in general.
Getting Ready
Pretty soon we're going to get to it.
How To Do It
Let me distract you some more
How It Works
If you really want to see the review, download the example here.
-- Circle I
Note that in 1693, the committee for reviews has not fully adopted the standard 3.x in favor of 3.x.y.z.
-- Flashbulb Symbol
If you are Hungarian, you probably can't understand this
There Is More
Maybe in later chapters we will actually help you get somewhere, for now we are going to slog through 10 pages to tell you what we could have done in a single small paragraph.
Bottom Line: Try using this book as reference material after you've gone through it and wish to pick it up a year later to remind you of something. Not going to happen."
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",David C,5.0 out of 5 stars,Jam packed with useful information about CMake,Reviewed in the United States on 7 September 2020,"The author is modest in calling this book a Cookbook. It is really so much more than that. It is a well-structured tutorial and how-to as well. The recipes build on prior recipes. Everything is explained in detail, including concepts and background about CMake. The author provides a ready-made Docker image with all the needed tools pre-installed, and a Git repository with all the book's example code. You can actually edit, build, and run the examples in the Docker image as you are reading the book. This is very helpful. I was up and running the recipes in about 10 minutes (only because I needed to install Docker on my system - otherwise it would have been 2 minutes!).
I am a professional embedded C++ developer who inherited a complex CMake build environment at work, which I need to enhance and modify. I had never been exposed to CMake before. This book is proving to be an extremely valuable resource for me, helping me to understand what I am dealing with and how to modify it."
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Prajwal,5.0 out of 5 stars,very knowledgeable,Reviewed in India on 20 May 2022,"I can’t believe how much information I got in this book thanks to authors of this book.
One who wants to learn about full M365 buy this."
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Ishan,5.0 out of 5 stars,Brilliant,Reviewed in India on 21 October 2021,"His book is a must-read and a one stop solution for people who want to learn about how to use Microsoft Endpoint Manager. I will recommend this book, the authors have done a brilliant job!"
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Ben Whitmore,5.0 out of 5 stars,Insights on every page - truly a masterpiece,Reviewed in the United Kingdom on 11 October 2021,"This book stands in a class of its own. Never before has a comprehensive, detailed book been put together to help you on your MEM journey. There have been other great MEM books, don't get me wrong, but the attention to detail and concepts in this book are incredible.
Every page is brimming with knowledge. The Index makes it really easy to jump straight to your topics of interest. Want to start using Autopilot but never touched it before? This book is for you. Don't fully understand all the application delivery options available in MEM? This book is for you.
Christiaan and Per have decades of experience between them and that culmination of knowledge comes together in this great book. Look at the thickness of the book in one of the photos - you really are getting bang for your buck.
Very easy to read, very clear guided steps to configure every inch of your MEM tenant. Great stuff!"
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Dan,2.0 out of 5 stars,Poor physical product.,Reviewed in the United Kingdom on 11 October 2021,"The content of the book looks ok, having had a skim through, however the product itself is of poor quality - they couldn’t even get the cover printed straight."
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Briand Sanderson,5.0 out of 5 stars,A must have for today's IT Professional!,Reviewed in the United States on 15 October 2021,"If you're an IT administrator or any other industry professional with the task of managing and deploying devices (both virtual and physical) this is THE must have book! It covers the latest Microsoft endpoint management, deployment and security tips on Windows 11 and Windows 365 Cloud PCs. It's also up-to-date on the latest Windows 10 features. This is one of the top books that every IT professional should have on their shelf! Learn from the experts!"
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Adam,5.0 out of 5 stars,Must Read for Microsoft Endpoint Manager Admins!,Reviewed in the United States on 12 October 2021,This book is a must-read for admins looking for a one-stop book for learning how to use Microsoft Endpoint Manager. It even includes content for the new Windows 365 cloud PC and Windows 11. It doesn't get any better than this!!
"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",William Igarta,3.0 out of 5 stars,Eh,Reviewed in the United States on 13 September 2022,Wish it had more real world basic configs
Mastering Mobile Forensics,,,,,
"Hands-On Application Penetration Testing with Burp Suite: Use Burp Suite and its features to inspect, detect, and exploit security vulnerabilities in your web applications",Kiwiness,3.0 out of 5 stars,Kindle version missing many sections!,Reviewed in Germany on 13 January 2021,"I bought both the paperback and Kindle version of this book. The book itself is good and complete, however the Kindle version is not only missing large sections which are in the book, but there are also pages and sections completely mixed up and out of order. The Kindle version should be pulled off the market and re-edited. Otherwise the book itself is full of up to date information on Burp Suite."
"Hands-On Application Penetration Testing with Burp Suite: Use Burp Suite and its features to inspect, detect, and exploit security vulnerabilities in your web applications",Noam,1.0 out of 5 stars,Broken links to XVWA and OWASP make this book useless,Reviewed in the United States on 7 June 2021,"This book would have been worth 5 stars had the links given to XVWA and OWASP worked.
Unfortunately, these links are broken, rendering this book useless."
Python Algorithmic Trading Cookbook: All the recipes you need to implement your own algorithmic trading strategies in Python,Mahormi M.,4.0 out of 5 stars,A better book to learn stock trading using python,Reviewed in India on 23 October 2020,"The book gives easy methodology to work with financial data and algorithmic trading using python. Working with stock trading and finance data requires deep statistics to find trends and predict stock prices. This book serves a good blend of statistics and machine learning using python. In the first chapter, the book gives a detail idea of python basic but focuses on how to work with timeseries data, especially with python Datetime. Most python cookbooks omits this important segment of manipulating timeseries data which is not the case here. After covering the basic of python in chapter one, the book dives deep into the working of financial data from chapter 2 onwards. Chapter 2 shows the basics of stock trading and modules to be used in algorithmic trading. From chapter 3 to chapter 7, the book focused on how to fetch various types of financial data, ways to process the data and plot the data for better visualisation and to find trends. From chapter 8 onwards, the book digs deep into the domain of financial analysis. The book also covers step by step process (with code) for Algorithmic trading strategies (Paper trading and Real trading) which are absent in most of the similar books. Some parts of the book were bit difficult for me to grasp as I do not possess knowledge in finance domain. But this book provides a complete package for those who wants to learn how to work with financial data provided they have some prior knowledge in finance, stock market and basic python."
Python Algorithmic Trading Cookbook: All the recipes you need to implement your own algorithmic trading strategies in Python,janath jsk,5.0 out of 5 stars,best book for algorithmic trading,Reviewed in India on 7 October 2020,"This book is useful for user with some experience in python and algorithms that in interested in stock markets and trading algorithms. It gives experience through step by step processes of learning the topic in fetching the data, computing data, plotting data, how algorithms are designed to automate the trading and some basic about stock market working. After reading this book you can able to design your own algorithm trading.
What I like in this book:
Every topic in this book explained in detailed and depth both how to do it and how it works. The first chapter starts from basic about modules that used in algorithm trading. The second chapter is very basis and rest of the book is based on.
Chapter 3, 4, 5, 6, 7 shows how to compute, fetch and plotting data.
From chapter 8 the book is more realistic and intersecting it shows how to combine the things that you already learned in this book and clearly explain the classes are interact with each other. In chapter 9 detailed and step by step process about evaluating the performance of algorithmic trading.
In finale chapter explain the paper trading method for analyze the risk, I like this chapter very much because of executing the trading in live market hours.
What I Do not like in this book:
Some easily understood topics such as time modules also explained in step by step process, this bored me. If you already know the topic you can gently skip it, else you need to read it to understand the rest of the topics.
The finale chapter only shows paper trading (virtual trading) implementation and does not show the real trading implementations. However, paper trading almost similar to real trading.
What I would like to see:
There is no exercise given at the end of each chapter. If exercise given at the end of chapters, it is very help full for all reader.
I like the summaries at the start of the chapter what we going to learn. The same way the author can give the summaries with short explanations for quick review at the end of the chapters, if these things are added to this book. It became excellent book for algorithmic trading.
I really liked the way topics are explained in this book, step by step process of learning is really excellent idea, but some of the things I mentioned above bothering me."
Python Algorithmic Trading Cookbook: All the recipes you need to implement your own algorithmic trading strategies in Python,Karl Bateman,5.0 out of 5 stars,10-Oct,Reviewed in the United Kingdom on 24 November 2020,"Great book! I'm fairly new to python, and I am able to follow the book with ease."
Python Algorithmic Trading Cookbook: All the recipes you need to implement your own algorithmic trading strategies in Python,Robin T. Wernick,5.0 out of 5 stars,"Comprehensive Equity Order Entry, RESULT Plotting Python coded Application Approach",Reviewed in the United States on 12 November 2020,"If you just want a Python approach to order entry and investment result plotting program, then this book will satisfy even the severest critic. It begins with a reliance on the Jupyter Notebook to process the various data objects and progresses to showing how to address the Broker Interface.
The next step is to show how to do both step and candle plotting.
Finally there are several chapters on submitting various types of Broker requests and evaluating the response from the Broker's API.
This is NOT a book on finding and selecting investment entities. Nor is it a book that will show you how to predict buy/sell operations. For that you will have to order Hands-On Machine Learning for Algorithmic Trading and/or Learn Algorithmic Trading."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Antony Vilson,2.0 out of 5 stars,This book is highly overpriced for its contents.,Reviewed in India on 13 June 2022,"It covers many things but none in detail except a few. Page quality is good, write style is great.
But highly overpriced and disappointed."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Anand pL,5.0 out of 5 stars,Best Books for Learning Python Beginner to Advanced level,Reviewed in India on 29 December 2021,"This book is an industry-level book that will help you to develop the coding skills in Python that can be used for tackling complex real-world problems that will help you to perform Automation in difficult use cases.
In this book, you’ll build on that foundational knowledge to learn how to leverage tools, libraries, and best practices to write exceptionally robust, efficient, maintainable, and well-performing code.
This book explains the tricks and traps that turn a few lines of Python code into much more than expected, which often leads to bugs and crashes if not written or understood correctly.
It also covers techniques for catching performance issues before they occur and debugging code efficiently when problems arise.
The content of this book is culled from code examples provided by experienced Python programmers who have encountered the same problems that you will encounter and deal with them effectively."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Kindle Customer,5.0 out of 5 stars,Review of the book Python for Geeks by Muhammad Asif,Reviewed in India on 21 October 2021,"This book is for people who have a reasonable amount of experience in Python. In my humble opinion, it will be very helpful to people who are working in the industry as senior developers and/or architects and need to take their expertise and experience to the next level. The author has also covered topics related to the development of applications related to cloud deployment that will be very useful since most of the companies are looking for people who have the necessary expertise to develop the cloud. That said, this is one of the books that I would keep coming back to just to revise my concepts that I would have forgotten over a period of time or to gain a new perspective.
The book starts with explaining the lifecycle of a typical python project and the best practices for writing python code. It then moves on to cover more complex topics like modules and packages that are most useful to developers. A good revision of Object-Oriented Python Concepts is covered as part of chapter 3. This is one of the few books that explain how to use pytest as part of the testing framework. It also explains how to use unittest framework. This is covered as part of chapter 5 and should not be missed by the readers. Chapter 6 covers more advanced topics like building decorators and how to use data structures. For people looking to understand how to write a multi-threaded application and multi-process application, Chapter 7, covers the same. Chapter 10 and 11 will be particularly useful for readers looking to build applications using REST APIs using Flask and Micro Services using the Django framework. Chapter 12 covers building serverless functions using cloud computing and chapter 13 covers machine learning using Python.
Each chapter has a few questions that will help the reader solidify their knowledge of the chapter along with answers. Suggested further reading tips are very useful and can be found at the end of each chapter. What is missing is a few questions related to developing a solution based on what is learnt in the chapter.
A very good book to read and expand your knowledge. Kudos to the author for the effort that has gone into writing the book."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Joan Fusté,4.0 out of 5 stars,"La única pega, el precio",Reviewed in Spain on 18 November 2021,"Completísimo manual para programadores Python que quieran ir más allá de los cursos introductorios, referencias, etc. Aquí hay materia para convertirse en un profesional. Algún apartado quizás quedará corto pero sin duda todos ellos son excelentes para introducirse en temas que normalmente no se tratan en los libros más generalistas.
La pega, el precio. Descomunal los precios que nos imponen a los técnicos... :("
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,SVP,5.0 out of 5 stars,Good book,Reviewed in India on 13 August 2022,Good book
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Ms. Attitude,4.0 out of 5 stars,Book is good,Reviewed in India on 28 July 2021,"Book is good,worth to buy."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Arean Narrayan,5.0 out of 5 stars,Execellent Book,Reviewed in India on 23 January 2019,"Perfect Book, this book is prescribed to me for my MTech (CSI) at BITS. the concepts of the book are clear to understand. Being an Electronics Graduate, I found the contents of the book extremely simple to understand and comprehend. It doesn't matter if you are not an Computer science student. The concepts of this book are extremely simple.
It covers a wide range of topics in cryptography . But some parts can have more explanations . This is not the same as the original 900+ book by Stallings . Suggested for all those who are new to cryptographt . But if you look from programming poin tof view , this book may not be sufficient . For some parts I had to refer Internet particularly regarding Elliptic Curve Cryptography , Dynamic S box etc."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Anky,2.0 out of 5 stars,Book is good and very useful. But missing the access key for online chapters,Reviewed in India on 20 September 2021,"If there was a negative marking, I would have given that. In the book there is a elarning section which has 4 chapters ans some appendix. The access key suppose to be on the cover of the book but it isn’t there."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Abhishek,3.0 out of 5 stars,Nice but not best option,Reviewed in India on 28 April 2021,Good but tough language with small font
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Om Prakash,3.0 out of 5 stars,"Paper Quality is not good as used to be few years back and also size of the book reduced, so feel little cheap",Reviewed in India on 4 May 2018,"Book quality is not up to the mark. I remember, good quality books from Pearson publications few years back. Now they have reduced the size of the book(length and width) and also paper quality feels cheap. As prices are also increased they should not compromise with the quality of book.
As per book, It is the best book for beginners in the field of cryptography. And also Its very good book to clear your concepts if you are working or pursuing career in the field of Cyber security/ Information Security/ Computer Security.
Cyber security means Cryptography."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,akkshita,5.0 out of 5 stars,perfect book for computer networks,Reviewed in India on 14 December 2020,"so happy amazon deliver within 24hours
thxz amazon
very nice product must buy for computer network lovers"
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Amal S,5.0 out of 5 stars,Network security summed up in a book.,Reviewed in India on 13 June 2020,A complete book about Network Security and all related facts. Easily understandable for beginners as well as professionals. The contents are worth reading and is really interesting to read.
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Nick S,5.0 out of 5 stars,Excellent Modern Cryptography and information Security ref,Reviewed in the United Kingdom on 23 November 2013,"Purchased for Masters module on Wireless Cryptography and has so far been very useful. Publication date is 2013, and is one of the few I could find that included good coverage of WPA2 for WLAN. But also excellent Foundation topics - Classical Cryptography, symetric ciphers etc, Modern Cryptography: Public Key, Difie Helman etc, Asymetric vs symmetric .... Also good coverage of Network and internet Security. Also equally important the Author William Stallings, writes well and avoids have the mind numbing soporific effect that some other academics induce ....
Also supported by lots of online materials and additional chapters etc
Would Highly recommend this book - especially this 6th edition - expensive but worth the price"
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Derek Brown,3.0 out of 5 stars,don't buy this in kndle version,Reviewed in the United Kingdom on 22 February 2016,don't buy the kindle edition as you lose the online content that you get if you buy the book. publishers never replied to my email either.
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Felix John,4.0 out of 5 stars,Its a very concrete and well-written book as are all ...,Reviewed in the United Kingdom on 23 November 2014,"Its a very concrete and well-written book as are all Stallings book. However, it is really frustrating trying to find out where are the books appendices at the internet (those that are not included in the book)."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Amazon Customer,5.0 out of 5 stars,Five Stars,Reviewed in the United Kingdom on 30 January 2017,Good condition.
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Ric,5.0 out of 5 stars,Eccellente,Reviewed in Italy on 18 July 2018,"Libro molto completo rivolto sia a chi ha già esperienza pregresse di crittografia sia a chi è neofita. Spiegazioni complete, ricche di schemi e informazioni aggiornate. Oltretutto ci sono tanti altri capitoli del libro online e diverse appendici tutte interessanti, senza contare i numerosi esercizi alla fine di ogni capitolo. Assolutamente consigliato."
Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional,Anne,5.0 out of 5 stars,Helps quickly understand key concepts,Reviewed in the United States on 28 June 2022,This is a well written book with insightful diagrams. I am using it to prepare for certification but it is also useful for people who need to learn PowerBI quickly.
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Ramya S,5.0 out of 5 stars,"Very Informative Book, Highly Recommended!",Reviewed in India on 16 December 2020,"Currently reading this book, and thoroughly enjoying it. It contains detailed explanations on everything one needs to get started with coding in Qiskit. Extremely useful resource, and I highly recommend it for anyone who wishes to learn more about IBM Quantum Experience!"
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,BrianRuislip,5.0 out of 5 stars,Enjoyed,Reviewed in the United Kingdom on 19 March 2021,Hi. Thoroughly recommend this book. My background is physics with python experience and I wanted an introductory practical quantum computing guide. This book has given me exactly this and it's easy to read.
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,IB,1.0 out of 5 stars,"Out of date UI, Code snippets that don't work",Reviewed in the United Kingdom on 13 June 2022,Don't bother buying this product. It is out of date. Even the code files on Github haven't been updated.
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Amazon Customer,5.0 out of 5 stars,Great for beginners to navigate Qiskit and the Quantum Experience,Reviewed in the United Kingdom on 8 February 2021,"As someone with a non-technical background interested in Quantum Computing, this really helped me understand step by step how to create circuits and use the IBM Quantum experience!
Amazing guide
Thanks Robert"
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Jenny,5.0 out of 5 stars,Great book for beginners and as a reference guide,Reviewed in the United Kingdom on 23 January 2021,"Great, easy to follow book with plenty of examples and clear explanations. I use it often as a reference when coding with Qiskit, it can either be used by following chapter by chapter or as a support to the Qiskit textbook and other online resources."
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Amazon Customer,5.0 out of 5 stars,A must have book on Quantum Computing!,Reviewed in Germany on 30 January 2021,"I am very happy with this book. It provides not only the ""how to"" for writing a code using qiskit but also the ""why"" by describing the concepts ranging from the basic of qubit, hardware to quantum algorithms. So, it is quite a comprehensive review that reads easily. It also explains the IBM Q Experience platform and how to access/set-up and run your own code there. The link to the code snippets can be found on the git repository (link in the book). I highly recommend it and as my headline says: a must have book on QC!"
