book_name,book_reviewer_name,,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText,sentences,clas,confc,sentiment0,confs,book_reviewer_rating
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.","However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words.",statement,0.982577741,POSITIVE,0.998364627,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.","In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics.",statement,0.984354734,POSITIVE,0.997343838,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.",This is disappointing and pretty unhelpful in a text of over 1000 pages.,statement,0.694276631,POSITIVE,0.998776734,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.",2) The above problem is compounded by an appallingly poor index section.,statement,0.973475277,NEGATIVE,0.999487281,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.","Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc.",statement,0.924812317,POSITIVE,0.989094317,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.","Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book.",statement,0.987492085,NEGATIVE,0.99950707,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.","For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!)",statement,0.988511682,NEGATIVE,0.999506474,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.","in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.",statement,0.986072659,NEGATIVE,0.993144512,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.",3) The physical quality of this book is dismal.,statement,0.819695473,NEGATIVE,0.999485493,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.",The cover is thin/flimsy.,statement,0.967585385,NEGATIVE,0.999472201,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.",The pages are incredibly thin.,statement,0.706534147,NEGATIVE,0.997727931,3
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202.",This is not just an aesthetic issue.,statement,0.98316133,NEGATIVE,0.999507904,3
